text,labels
Brief Hospital Course :,O O O O 
The patient is a 83 yo man with a history of past intracranial hemorrhages ( most recent 07-01 with R-frontal hemorrhage ) who presented with gradually slowing of mentation and increased gait instability since one week .,O O O O O O O O O O O B-PR I-PR I-PR O O O O O B-PR I-PR O O O O B-PR I-PR I-PR I-PR O B-PR I-PR I-PR O O O O 
"On initial exam the patient was not oriented to time , seemed somewhat slow , and had difficulties generating a list of animals .",O B-TE I-TE O O O B-PR I-PR I-PR I-PR O O B-PR I-PR O O O B-PR I-PR I-PR I-PR I-PR I-PR O 
"His cranial nerves and strength were full , and the sensory exam showed mildly decreased vibration and proprioception in both LE , suggesting peripheral neuropathy .",O O O O O O O O O B-TE I-TE I-TE O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O O B-PR I-PR O 
A CT was performed in the Deanna that showed a new significant R-frontal intraparenchymal hemorrhage in the same location as the prior bleed .,B-TE I-TE O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O B-PR I-PR I-PR O 
"The patient was seen by both neurology and neurosurgery , and the two teams agreed that the etiology seemed to be related to underlying amyloidosis .",O O O O O O O O O O O O O O O O O O O O O O O B-PR I-PR O 
During the last admission the question of a mass underlying a hemorrhage in the R-frontal region was raised .,O O O O O O O B-PR I-PR O B-PR I-PR I-PR I-PR I-PR I-PR O O O 
The location of the hemorrhage was not felt to be typical for hypertensive bleed ( cortical ) and it was felt to be unlikely that the recent fall was related to the bleed .,O O O B-PR I-PR O O O O O O O B-PR I-PR I-PR I-PR I-PR O O O O O O O O O O O O O O B-PR I-PR O 
The patient could not undergo an MRI due to his pacer .,O O O O O B-TE I-TE O O B-TR I-TR O 
"He was admitted to the neurology ICU for closer monitoring and was stable overnight - BP was initially elevated and required a labetalol drip for < 24 hours , then stabilized .",O O O O O O O O B-TE I-TE O O O O O B-TE O B-PR I-PR O O B-TR I-TR I-TR O O O O O O O O 
The goal SBP of < 150 was achieved .,B-TE I-TE I-TE O O O O O O 
Coags and UA were checked and were normal .,B-TE O B-TE O O O O O O 
"For the question of seizure activity associated with a cortical bleed , he was started prophylactically on Keppra ( given questionable allergy to dilantin ) , at 500 mg bid ; no seizure activity was seen .",O O O O B-PR I-PR O O B-PR I-PR I-PR O O O O O O B-TR O O O B-PR O B-TR O O O O O O O O B-PR I-PR O O O 
"This medication should be continued as an outpatient at least while the bleed has time to clear up , with planned titration up to 1000 mg bid on 04-05 .",B-TR I-TR O O O O O O O O O B-PR I-PR O O O O O O O O O O O O O O O O O 
"Head CT repeated on 03-30 was unchanged , and the patient remained stable with only very suble focal exam findings ( very mild right pronator drift ) as well as his persistently poor memory related to dementia .",B-TE I-TE O O O O O O O O O O O O O O O O O O O B-PR I-PR I-PR I-PR I-PR O O O O B-PR I-PR I-PR I-PR O O B-PR O 
"The plan after 24 hours was to transfer him to the floor , but the hospital was full and he never got a bed .",O O O O O O O O O O O O O O O O O O O O O O O O O 
"Cardiovascularly , lipitor and amiodarone were continued .",O O B-TR O B-TR O O O 
He could not get an MRI due to his pacemaker .,O O O O B-TE I-TE O O B-TR I-TR O 
"There were no telemetry events , and he ruled out by enzyme .",O O O B-PR I-PR O O O O O O B-TE O 
"Pulmonlologically , his chest xray was negative and he complained of no breathing problems .",O O B-TE I-TE I-TE O O O O O O O B-PR I-PR O 
"Endocrinologically , BG was monitored to improve outcome in ICU setting though he had no history of DM .",O O B-TE O O O O O O O O O O O O O O B-PR O 
"Of note , Hba1c done 03-04 was slightly elevated ( "" borderline DM "" ) at 6.3 ; this was repeated and was still pending on the day of discharge .",O O O B-TE O O O B-PR I-PR O O B-PR I-PR O O O O O O O O O O O O O O O O O O 
"Ins / outs and electrolytes were monitored and were not abnormal ; he was on a bowel regimen , VD boots and PUD prophylaxis with protonix during the admission .",B-TE I-TE I-TE O B-TE O O O O O B-PR O O O O B-TR I-TR I-TR O B-TR I-TR O B-TR I-TR O B-TR O O O O 
Walking was assessed later and the patient was unstable on his feet .,O O O O O O O O B-PR I-PR I-PR I-PR O 
PT was asked to see him for this gait problem .,O O O O O O O B-PR I-PR I-PR O 
Brandon felt well and was seen by PT who suggested a rehab/Hahnemann Hospital ( Worcester ) to work on walking with the eventual goal of returning to assisted living with his wife when walking improved .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Follow-up was arranged with neurosurgery in 5-6 weeks with repeat head ct to be arranged by neurosurgery office to make sure blood has cleared , and if indicated , to look for a possible underlying lesion ( although unlikely ) .",O O O O O O O O O B-TE I-TE I-TE O O O O O O O O O B-PR O O O O O O O O O O O O B-PR I-PR O O O O O 
Medications on Admission :,O O O O 
"Amiodarone 200 mg Tablet Sig : 0.5 Tablet PO qod - in March , should be on odd days .",B-TR O O O O O O O O O O O O O O O O O O O 
Donepezil 5 mg Tablet Sig : Two ( 2 ) Tablet PO HS ( at bedtime ) .,B-TR O O O O O O O O O O O O O O O O O 
Docusate Sodium 100 mg Capsule Sig : One ( 1 ) Capsule PO BID ( 2 times a day ) .,B-TR I-TR O O O O O O O O O O O O O O O O O O O 
Multivitamin Capsule Sig : One ( 1 ) Cap PO DAILY ( Daily ) .,B-TR I-TR O O O O O O O O O O O O O 
Mirtazapine 30 mg Tablet Sig : 0.5 Tablet PO HS ( at bedtime ) .,B-TR O O O O O O O O O O O O O O 
Atorvastatin 10 mg Tablet Sig : One ( 1 ) Tablet PO at bedtime .,B-TR O O O O O O O O O O O O O O 
Ocuvite Tablet Sig : One ( 1 ) Tablet PO once a day .,B-TR I-TR O O O O O O O O O O O O 
Artificial Tears Drops Sig : One ( 1 ) drop Ophthalmic twice a day : ou .,B-TR I-TR I-TR O O O O O O O O O O O O O O 
Ensure Liquid Sig : 0.5 to 1 can PO three times a day .,B-TR I-TR O O O O O O O O O O O O 
Midodrine 10 mg Tablet Sig : 1.5 Tablets PO twice a day : at 8am and noon .,B-TR O O O O O O O O O O O O O O O O O 
"Ritalin 5 mg Tablet Sig : see below Tablet PO see below : 1.5 tablets at 10am ( 7.5mg ) , 1 tablet 2pm ( 5mg ) .",B-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Prilosec 20 mg Capsule , Delayed Release ( E.C. ) Sig : One ( 1 ) Capsule , Delayed Release ( E.C. ) PO once a day .",B-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Guaifenesin 100 mg / 5 mL Liquid Sig : 01-28 teaspoons PO every six ( 6 ) hours as needed for cold symptoms .,B-TR O O O O O O O O O O O O O O O O O O O O B-PR I-PR O 
Discharge Medications :,O O O 
"1. Amiodarone 200 mg Tablet Sig : 0.5 Tablet PO qod - in March , should be on odd days .",O B-TR O O O O O O O O O O O O O O O O O O O 
2. Donepezil 5 mg Tablet Sig : Two ( 2 ) Tablet PO HS ( at bedtime ) .,O B-TR O O O O O O O O O O O O O O O O O 
3. Docusate Sodium 100 mg Capsule Sig : One ( 1 ) Capsule PO BID ( 2 times a day ) .,O B-TR I-TR O O O O O O O O O O O O O O O O O O O 
4. Multivitamin Capsule Sig : One ( 1 ) Cap PO DAILY ( Daily ) .,O B-TR I-TR O O O O O O O O O O O O O 
5. Mirtazapine 30 mg Tablet Sig : 0.5 Tablet PO HS ( at bedtime ) .,O B-TR O O O O O O O O O O O O O O 
6. Atorvastatin 10 mg Tablet Sig : One ( 1 ) Tablet PO at bedtime .,O B-TR O O O O O O O O O O O O O O 
"7. Levetiracetam 500 mg Tablet Sig : One ( 1 ) Tablet PO BID ( 2 times a day ) : on 04-05 , please increase to TWO tablets bid ( 1000 mg bid ) .",O B-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
8. Ocuvite Tablet Sig : One ( 1 ) Tablet PO once a day .,O B-TR I-TR O O O O O O O O O O O O 
9. Artificial Tears Drops Sig : One ( 1 ) drop Ophthalmic twice a day : ou .,O B-TR I-TR I-TR O O O O O O O O O O O O O O 
10. Ensure Liquid Sig : 0.5 to 1 can PO three times a day .,O B-TR I-TR O O O O O O O O O O O O 
11. Midodrine 10 mg Tablet Sig : 1.5 Tablets PO twice a day : at 8 am and noon .,O B-TR O O O O O O O O O O O O O O O O O O 
"12. Ritalin 5 mg Tablet Sig : see below Tablet PO see below : 1.5 tablets at 10 am ( 7.5 mg ) , 1 tablet 2 pm ( 5 mg ) .",O B-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"13. Prilosec 20 mg Capsule , Delayed Release ( E.C. ) Sig : One ( 1 ) Capsule , Delayed Release ( E.C. ) PO once a day .",O B-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O 
14. Guaifenesin 100 mg / 5 mL Liquid Sig : 01-28 teaspoons PO every six ( 6 ) hours as needed for cold symptoms .,O B-TR O O O O O O O O O O O O O O O O O O O O B-PR I-PR O 
Discharge Disposition :,O O O 
Extended Care,O O 
Discharge Diagnosis :,O O O 
Right sided intraparenchymal cerebral hemorrhage,B-PR I-PR I-PR I-PR I-PR 
Discharge Condition :,O O O 
"Stable - still with difficulty walking , and mental status exam with memory loss c/w dementia , but otherwise no focal weakness .",O O O O B-PR I-PR O O B-TE I-TE I-TE O B-PR I-PR O B-PR O O O O B-PR I-PR O 
Discharge Instructions :,O O O 
"Please call MD or return to Deanna if new symptoms suggestive of stroke or brain hemorrhage including weakness , numbness / tingling , facial droop , visual changes , vertigo , loss of coordination , or worsened problems with walking .",O O O O O O O O O O O O B-PR O B-PR I-PR O B-PR O B-PR O B-PR O B-PR I-PR O B-PR I-PR O B-PR O B-PR I-PR I-PR O O B-PR I-PR I-PR I-PR O 
Followup Instructions :,O O O 
Please f/u with Dr. Hernandez / neurosurgery in 6 weeks - patient will receive a call from the neurosurgery office to set up a repeat head CT prior and to schedule this visit .,O O O O O O O O O O O O O O O O O O O O O O O B-TE I-TE I-TE I-TE O O O O O O O 
"Daniel Laura MD , PHD 13-279",O O O O O O 
Completed by : Charles Rodriguez MD 38-818 2019-04-01 @ 1518,O O O O O O O O O O 
Signed electronically by : DR. Stacie Henry on : MON 2019-05-06 12:14 PM,O O O O O O O O O O O O O 
( End of Report ),O O O O O 
194830718 YC,O O 
29157608,O 
520377,O 
10/25/1997 12:00:00 AM,O O O 
"DIVERTICULITIS , S / P AORTIC VALVE REPLACEMENT",B-PR O O O O B-TR I-TR I-TR 
Signed,O 
DIS,O 
Admission Date :,O O O 
10/25/1997,O 
Report Status :,O O O 
Signed,O 
Discharge Date :,O O O 
11/03/1997,O 
CHIEF COMPLAINT :,O O O 
"Diverticulitis , presenting for sigmoid colectomy .",B-PR O O O B-TR I-TR O 
HISTORY OF PRESENT ILLNESS :,O O O O O 
The patient is a 67-year-old woman with occasional abdominal pain in the right lower quadrant and left lower quadrant .,O O O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O O O O O 
"She has not complained of any fever , shaking , or chills .",O O O O O B-PR I-PR O B-PR O O B-PR O 
"No nausea or vomiting , no change in her bowel movements .",O B-PR O B-PR O O B-PR I-PR I-PR I-PR I-PR O 
She has had attacks treated with antibiotics in the past notably in 12/96 and 08/97 .,O O O B-PR O O B-TR O O O O O O O O O 
She has had a diagnosis of diverticulitis flairs and baseline diverticulosis flairing in 09/96 .,O O O O O O B-PR I-PR O B-PR I-PR I-PR O O O 
"Also , three years prior in 1993 , she had an attack of diverticulitis .",O O O O O O O O O O B-PR I-PR I-PR I-PR O 
"She has been worked up with barium enema in 09/97 which showed multiple diverticula throughout the colon , but mostly in the sigmoid .",O O O O O O B-TE I-TE O O O O B-PR I-PR I-PR I-PR I-PR O O O O O O O 
"At this time , there was diverticulosis with no acute diverticulitis .",O O O O O O B-PR O O B-PR I-PR O 
There was also no obstruction .,O O O O B-PR O 
"The patient is also status post aortic valve replacement in 1996 , and presented for heparinization prior to her elective valve surgery .",O O O O O O B-TR I-TR I-TR O O O O O O B-TR O O B-TR I-TR I-TR I-TR O 
PAST MEDICAL HISTORY :,O O O O 
"The patient has hypothyroidism , hypertension , and rheumatic fever age 6 with aortic stenosis .",O O O B-PR O B-PR O O B-PR I-PR O O O B-PR I-PR O 
PAST SURGICAL HISTORY :,O O O O 
Aortic valve replacement in 11/96 with a St. Jude valve and chronic Coumadin therapy ; breast biopsy negative in 1984 ; appendectomy age 15 ; tonsillectomy and adenoidectomy age 6 ; hysterotomy age 30 ; C-section age 37 due to placenta previa .,B-TR I-TR I-TR O O O B-TR I-TR I-TR I-TR O B-TR I-TR I-TR O B-TE I-TE O O O O B-TR O O O B-TR O B-TR O O O B-TR O O O B-TR O O O O B-PR I-PR O 
MEDICATIONS :,O O 
"Lopressor 50 mg q.a.m. , 25 mg q.p.m. , and 25 mg q.h.s.; Synthroid 88 mcg q.d.; Norvasc 5 mg q.d.; Lescol 20 mg q.p.m. with meal ; Coumadin is usually 4 mg p.o. 3x a week and 3 mg 4x a week .",B-TR O O O O O O O O O O O O B-TR O O O B-TR O O O B-TR O O O O O O B-TR O O O O O O O O O O O O O O O 
It was held the day prior to admission .,O O O O O O O O O 
ALLERGIES :,O O 
Percodan and codeine .,B-TR O B-TR O 
SOCIAL HISTORY :,O O O 
Alcohol and tobacco histories are negative .,O O O O O O O 
REVIEW OF SYSTEMS :,O O O O 
"Negative for congestive heart failure , positive for occasional dyspnea on exertion , negative for dyspnea and she has excellent exercise tolerance .",O O B-PR I-PR I-PR O O O B-PR I-PR O O O O O B-PR O O O O O O O 
There is occasional left chest tightening which is brief .,O O B-PR I-PR I-PR I-PR O O O O 
No bleeding in her urine or stool .,O B-PR I-PR I-PR I-PR I-PR I-PR O 
Occasional bleeding when she flosses and occasional dizziness secondary to a drop in blood pressure transiently at home .,B-PR I-PR O O O O B-PR I-PR O O B-PR I-PR O B-TE I-TE O O O O 
PHYSICAL EXAMINATION :,O O O 
"VITAL SIGNS - Temp 98.8 , pulse 60 , BP 150/94 , respiratory rate 18 , and saturation 96% on room air .",O O O B-TE O O B-TE O O B-TE O O B-TE I-TE O O O B-TE O O O O O 
GENERAL - The patient is a pleasant older woman in no acute distress .,O O O O O O O O O O O B-PR I-PR O 
"HEENT - Normocephalic , atraumatic .",O O O O B-PR O 
Oropharynx is not injected .,O O O O O 
"NECK - No carotid bruits , with 2+ carotid pulses .",O O O B-PR I-PR O O B-TE I-TE I-TE O 
LUNGS - Clear .,O O O O 
"HEART - Regular , with a III / VI murmur at the upper left sternal border .",O O O O O B-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR I-PR O 
ABDOMEN - There is a soft abdomen with a question of eventful hernia .,O O O O O O O O O O O B-PR I-PR O 
RECTAL - Guaiac negative with normal tone .,O O B-TE O O O O O 
"EXTREMITIES - Bilateral radial , dorsalis pedis , posterior tibial , and femoral pulses are all 2+ .",O O B-TE I-TE O B-TE I-TE O B-TE I-TE O O B-TE I-TE O O O O 
"No clubbing , cyanosis , or edema of the extremities .",O B-PR O B-PR O O B-PR I-PR I-PR I-PR O 
LABORATORY DATA :,O O O 
"Coagulation profile notable for a PT 18 , PTT 36.7 and an INR of 2.4 .",B-TE I-TE O O B-TE I-TE O O B-TE O O B-TE I-TE O O O 
HOSPITAL COURSE :,O O O 
"The patient was admitted and begun on cefotetan and Flagyl , as well as heparin .",O O O O O O O B-TR O B-TR O O O O B-TR O 
"Her INR dropped to 1.6 prior to surgery , and her PTT was in the mid 80s prior to surgery .",B-TE I-TE O O O O O B-TR O O B-TE I-TE O O O O O O O B-TR O 
"She was admitted and placed on a bowel prep two days before surgery and was taken to the Operating Room on hospital day # 3 , 10/28/97 .",O O O O O O B-TR I-TR I-TR O O O B-TR O O O O O O O O O O O O O O O 
"At that time , she underwent sigmoid colectomy and ventral hernia repair . ( A full account of this operation can be found in the Operative Note ) .",O O O O O O B-TR I-TR O B-TR I-TR I-TR O O O O O O B-TR I-TR O O O O O O O O O 
She tolerated this procedure without complications initially and was taken to the Recovery Room in stable condition .,O O B-TR I-TR O B-PR O O O O O O O O O O O O 
"Postoperatively , she had her heparin restarted , and had a PTT rising to 142.8 and then down to 92 .",O O O O B-TR I-TR O O O O B-TE I-TE O O O O O O O O O 
Her primary postoperative development was the passage of some blood clots and blood per rectum on postoperative day # 2 .,O O O O O B-PR I-PR I-PR I-PR I-PR I-PR O B-PR I-PR I-PR O O O O O O 
She continued to pass blood per rectum and was transfused with one unit of packed red blood cells .,O O O O B-PR I-PR I-PR O O O O B-TR I-TR I-TR I-TR I-TR I-TR I-TR O 
Her preoperative hematocrit was 41 and her hematocrit dropped to 30.4 on postoperative day # 2 .,B-TE I-TE I-TE O O O B-TE I-TE O O O O O O O O O 
This was a drop from an immediate postoperative hematocrit of 35.4 .,O O O O O B-TE I-TE I-TE I-TE O O O 
"Upon receiving the one unit of red blood cells , her hematocrit returned to 33 , and in the two days subsequent to the transfusion , returned to 34 .",O O B-TR I-TR I-TR I-TR I-TR I-TR I-TR O B-TE I-TE O O O O O O O O O O O B-TR I-TR O O O O O 
"Otherwise , her postoperative course was uneventful with gradual resolution of the passage of blood per rectum .",O O O O O O O O O O O O O O B-PR I-PR I-PR O 
Her heparin was discontinued when it was noted that she was bleeding per rectum and her PTT drifted to a normal range of 35 by postoperative day # 3 .,B-TR I-TR O O O O O O O O O B-PR I-PR I-PR O B-TE I-TE O O O O O O O O O O O O O 
"On postoperative day # 1 , the patient was restarted on 2 mg of Coumadin .",O O O O O O O O O O O O O O B-TR O 
"However , due to the episode of bleeding on postoperative day # 2 , the Coumadin was held for two consecutive days , and then restarted on postoperative day # 4 .",O O O O O O O B-PR O O O O O O B-TR I-TR O O O O O O O O O O O O O O O O 
"At this time , she is given 3 mg and was gradually increased to her regular regimen of 4 mg alternating with 3 mg.",O O O O O O O O O O O O O O B-TR I-TR I-TR O O O O O O O 
"The patient &apos;s INR had dropped to 1.7 at the time of operation , and remained in this range initially , but began to rise to 2.0 with her Coumadin dosing .",B-TE I-TE I-TE I-TE O O O O O O O O B-TR O O O O O O O O O O O O O O O B-TR I-TR I-TR O 
"At the time of discharge , it was 1.9 , for which she received 4 mg.",O O O O O O O O O O O O O O O O 
"On the next day , it was 1.6 and she returned to a normal dosing of 4 mg followed by outpatient draws to determine the further Coumadin dosing .",O O O O O O O O O O O O B-TR I-TR I-TR O O O O O B-TE I-TE O O B-TR I-TR I-TR I-TR O 
"This was postoperative day # 6 , at which time she is ready for discharge .",O O O O O O O O O O O O O O O O 
"The rest of her hospital course was unremarkable , with perioperative ampicillin , gentamicin and Flagyl discontinued on postoperative day # 1 .",O O O O O O O O O O B-TR I-TR O B-TR O B-TR O O O O O O O 
She had some initial nausea but had no emesis .,O O B-PR I-PR I-PR O O O B-PR O 
"Her nasogastric tube was discontinued on postoperative day # 1 , and she tolerated a regular diet by postoperative day # 3 .",B-TR I-TR I-TR O O O O O O O O O O O O O O O O O O O O 
She had flatus and regular bowel movements by postoperative day # 5 .,O O O O O O O O O O O O O 
She also complained of some slight dizziness upon getting up .,O O O O B-PR I-PR I-PR O O O O 
"For this reason , her normal Lopressor and Norvasc were held .",O O O O B-TR I-TR I-TR O B-TR O O O 
It was felt that this was re-equalibration after being sedentary and mostly in bed following the operation .,O O O O O O O O O O O O O O O B-TR I-TR O 
"She had some slight headaches which resolved with Tylenol , and the dizziness resolved as well .",O O B-PR I-PR I-PR O O O B-TR O O B-PR I-PR O O O O 
She was ready for discharge on postoperative day # 6 .,O O O O O O O O O O O 
Her wound remained benign and was healing nicely at the time of discharge .,B-PR I-PR O O O O O O O O O O O O 
DISCHARGE MEDICATIONS :,O O O 
"Lopressor 50 mg q.a.m. , 25 mg q.p.m. , and 25 mg q.h.s. , Synthroid 88 mcg q.d. , Norvasc 5 mg q.d. , Lescol 20 mg q.p.m. with meal , Coumadin is usually 4 mg p.o. 3x a week and 3 mg 4x a week ; Percocet 1-2 tabs q.4h. p.r.n. pain .",B-TR O O O O O O O O O O O O O B-TR O O O O B-TR O O O O B-TR O O O O O O B-TR O O O O O O O O O O O O O O O B-TR O O O O B-PR O 
DISCHARGE FOLLOW-UP :,O O O 
Follow-up with Dr. Jesc in the office .,O O O O O O O O 
DISCHARGE DISPOSITION :,O O O 
Her disposition was to home .,O O O O O O 
CONDITION ON DISCHARGE :,O O O O 
Stable .,O O 
Estimated disability was none .,O O O O O 
Dictated By :,O O O 
"BELL REXBEATHEFARST , M.D. NM82",O O O O O 
Attending :,O O 
"LINEMASE D. JESC , M.D. ZP2 SF477/5317",O O O O O O O 
Batch :,O O 
31967,O 
Index No. PAWU09891C,O O O 
D :,O O 
11/07/97,O 
T :,O O 
11/07/97,O 
Admission Date :,O O O 
2019-12-28,O 
Discharge Date :,O O O 
2020-01-20,O 
Date of Birth :,O O O O 
2019-12-28,O 
Sex :,O O 
F,O 
Service :,O O 
CMED CCU,O O 
HISTORY :,O O 
"Baby Girl Rizza-Gannaway is the 1515 gram product of a 32 and 06-30 week twin gestation born to a 37-year-old G - 2 , P - 0 , now 2 , mother .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Prenatal Edward :,O O O 
"A negative , antibody negative , hepatitis surface antigen negative , RPR nonreactive , rubella immune and GBS negative .",B-TE O O B-TE O O B-TE I-TE I-TE O O B-TE O O B-TE O O B-TE O O 
"Pregnancy was IUI assisted for di-di twin gestation and was relatively uncomplicated until mother presented on 12-15 , with spontaneous rupture of membranes .",O O O O O O O O O O O B-PR O O O O O O O O O O O O 
She was found to be having preterm contractions without cervical change and was admitted for bedrest .,O O O O O O B-PR I-PR O B-PR I-PR O O O O B-TR O 
"She received a full course of betamethasone complete on 12-17 , magnesium and erythromycin for latency through 12-21 .",O O O O O O B-TR O O O O B-TR O B-TR O O O O O 
Intermittent maternal hypertension noted but without proteinuria .,B-PR I-PR I-PR O O O B-PR O 
Ultrasounds have been reassuring with biophysicals 8 out of 8 x2 .,B-TE O O O O B-TE O O O O O O 
"On the evening of 12-27 , monitoring noted child 's increased preterm contractions , uterine tenderness and mildly increased fetal heart rates , due to concerns of possible chorioamnionitis , the mother was taken for cesarean delivery .",O O O O O O B-TE O O O B-PR I-PR I-PR O B-PR I-PR O B-PR I-PR I-PR I-PR I-PR O O O O O O B-PR O O O O O O B-TR I-TR O 
The infant delivered with moderate tone and respiratory effort responding well to stimulation and brief blow by O2 .,O O O O O O O O O O O O B-TR O B-TR I-TR I-TR I-TR O 
Apgars were 8 and 8 .,B-TE O O O O O 
PHYSICAL EXAMINATION :,O O O 
"On admission , weight 1515 grams , 10th to 25th percentile , head circumference 30 cm , 25th to 50th percentile , length 41 cm , 10th to 25th percentile .",O O O B-TE O O O O O O O O B-TE I-TE O O O O O O O O B-TE O O O O O O O O 
"Warm , dry , premature infant , active with exam , mild respiratory distress at rest .",O O O O B-PR O O O O B-TE O B-PR I-PR I-PR O O O 
Overall appearance consistent with estimated gestational age .,O O O O O O O O 
"Thin , warm , dry , pink , no rashes .",O O O O O O O O O B-PR O 
Fontanelle soft and flat .,O O O O O 
Ears normal .,O O O 
Palate intact .,O O O 
Nondysmorphic .,B-PR O 
Positive red reflex bilaterally .,O B-TE I-TE I-TE O 
"Neck supple , no lesions .",O O O O B-PR O 
Chest moderately aerated .,O O O O 
Mild grunting .,B-PR I-PR O 
Cardiovascular :,O O 
"Regular rate and rhythm , no murmur , femoral pulses 2+ .",O O O O O O B-PR O B-TE I-TE O O 
"Abdomen soft , no hepatosplenomegaly , quiet bowel sounds , 3 vessel cord .",O O O O B-PR O O O O O O O O O 
CMED CSRU :,O O O 
"Normal female , anus patent .",O O O O O O 
Hips stable .,O O O 
Back normal .,O O O 
No lesions .,O B-PR O 
Appropriate tone and activity for gestational age .,O O O O O O O O 
HOSPITAL COURSE :,O O O 
By systems :,O O O 
Respiratory :,O O 
Pocasset was admitted to the newborn intensive care unit with mild respiratory distress .,O O O O O O O O O O B-PR I-PR I-PR O 
Chest x-ray revealed a left pneumothorax which resolved on its own without intervention .,B-TE I-TE O B-PR I-PR I-PR O O O O O O B-TR O 
"The infant has remained in room air throughout her hospital course with occasional apnea and bradycardia episodes , the last being documented on 2020-01-14 .",O O O O O O O O O O O O B-PR I-PR O B-PR I-PR O O O O O O O O 
Cardiovascular :,O O 
Attleboro has been stable throughout her newborn intensive care course without issue .,O O O O O O O O O O O O O 
Fluids and electrolytes :,O O O O 
Birth weight was 1515 grams .,B-TE I-TE O O O O 
She was initially started on 80 cc per kilo per day of D10W .,O O O O O O O O O O O O B-TR O 
Enteral feedings were initiated on day of life #1 .,B-TR I-TR O O O O O O O O 
Full enteral feedings were achieved by day of life #7 .,B-TR I-TR I-TR O O O O O O O O 
The infant had a course of heme positive stools with grossly bloody streaks and mucus felt to be protein allergy .,O O O O O O B-PR I-PR I-PR O B-PR I-PR I-PR O B-PR O O O B-PR I-PR O 
The infant is now receiving breast milk with Nutramigen powder concentrate to 24 calorie .,O O O O O O O O B-TR I-TR I-TR O O O O 
Stools have been negative to trace positive and abdominal exam is reassuring .,O O O O O B-PR I-PR O B-TE I-TE O O O 
"Discharge weight is 2040 gm , the head circumference is 32 cm and the length is 46 cm. .",B-TE I-TE O O O O B-TE I-TE I-TE O O O O B-TE I-TE O O O O 
GI :,O O 
Peak bilirubin was on day of life #2 of 4.8/0.3 .,B-TE I-TE O O O O O O O O O 
Hematology :,O O 
Hematocrit on admission was 41 .,B-TE O O O O O 
The infant did not require any blood transfusions during this hospital course .,O O O O O B-TR I-TR I-TR O O O O O 
Infectious disease :,O O O 
CBC and blood culture were obtained on admission .,B-TE O B-TE I-TE O O O O O 
"White count was 4.8 , 7 polys , zero bands , platelet count of 316,000 .",B-TE I-TE O O O B-TE I-TE O B-TE I-TE O B-TE I-TE O O O 
ANC at that time was 336 .,B-TE O O O O O O 
A 24 hour CBC was obtained .,B-TE I-TE I-TE I-TE O O O 
"White blood cell count was 5.1 , 22 polys , zero bands with a hematocrit of 39.3 and platelets of 313,000 .",B-TE I-TE I-TE I-TE O O O B-TE I-TE O B-TE I-TE O B-TE I-TE O O O B-TE O O O 
The infant received 48 hours of ampicillin and gentamicin which were discontinued with a negative blood culture .,O O O O O O B-TR O B-TR O O O O O O O O O 
Neurology :,O O 
The infant has been appropriate for gestational age .,O O O O O O O O O 
Sensory :,O O 
Audiology hearing screen was performed with automated auditory brainstem responses and the infant passed on both ears .,B-TE I-TE I-TE O O O B-TE I-TE I-TE I-TE O O O O O O O O 
CONDITION ON DISCHARGE :,O O O O 
Stable .,O O 
DISCHARGE DISPOSITION :,O O O 
To home .,O O O 
PRIMARY PEDIATRICIAN :,O O O 
"Dr. Donald Carrion , telephone number ( 861 ) 840 7928 .",O O O O O O O O O O O O 
CARE RECOMMENDATIONS :,O O O 
1. Continue breast milk 24 calories of Nutramigen for concentration .,O O O O O O O B-TR O O O 
2. Medications : The infant is receiving Fer-in-Phillip supplementation of 0.15 ml p.o. once daily .,O B-TR O O O O O B-TR I-TR O O O O O O O 
3. Car seat position screening was performed for screening and the infant passed .,O B-TE I-TE I-TE I-TE O O O O O O O O O 
"4. State newborn screens have been sent per protocol , most recently on 01-11 , and have been within normal limits .",O B-TE I-TE I-TE O O O O O O O O O O O O O O O O O O 
5. Immunizations received : Hepatitis B vaccine on 2020-01-19 .,O B-TR O O B-TR I-TR I-TR O O O 
6. Immunizations recommended :,O B-TR O O 
Synagis RSV prophylaxis should be considered from November through March for infants who meet any of the following 3 criteria :,B-TR I-TR I-TR O O O O O O O O O O O O O O O O O O 
"Born at less than 32 weeks , born between 32 and 35 weeks with 2 of the following :",O O O O O O O O O O O O O O O O O O O 
"Daycare during RSV season , a smoker in the household , neuromuscular disease , airway abnormalities or school age sibling , or 3 with chronic lung disease .",O O O O O O O O O O O B-PR I-PR O B-PR I-PR O O O O O O O O B-PR I-PR I-PR O 
