text,labels
",",O
her,B-TE
PT,I-TE
was,O
14.5,O
",",O
PTT,B-TE
was,O
143.4,O
",",O
and,O
her,B-TE
INR,I-TE
was,O
1.3,O
.,O

Her,B-TE
electrolytes,I-TE
were,O
all,O
within,O
normal,O
limits,O
.,O

On,O
physical,B-TE
exam,I-TE
",",O
the,O
patient,O
was,O
awake,O
",",O
alert,O
",",O
and,O
oriented,O
times,O
3,O
.,O

She,O
had,O
a,O
symmetric,O
smile,O
.,O

Her,O
extraocular,O
movements,O
were,O
full,O
.,O

Her,O
pupils,O
were,O
3,O
to,O
2,O
bilaterally,O
",",O
briskly,O
reactive,O
.,O

The,O
visual,O
fields,O
were,O
intact,O
.,O

Her,O
strength,O
was,O
05-31,O
throughout,O
except,O
for,O
right,O
was,O
not,O
tested,O
due,O
to,O
the,B-PR
angiocele,I-PR
in,I-PR
her,I-PR
groin,I-PR
.,O

Angiocele,B-PR
was,O
intact,O
without,O
hematoma,B-PR
",",O
and,O
she,O
exhibited,O
strong,O
pedal,O
pulses,O
on,O
the,O
right,O
side,O
.,O

The,B-TE
assessment,I-TE
at,O
that,O
time,O
was,O
she,O
was,O
neurologically,O
stable,O
.,O

The,O
plan,O
was,O
q.,O
1-hour,O
neuro,B-TE
checks,I-TE
.,O

She,O
was,O
started,O
on,O
a,B-TR
heparin,I-TR
drip,I-TR
at,O
800,O
per,O
hour,O
.,O

Her,B-TE
PTT,I-TE
goes,O
50,O
to,O
60,O
at,O
that,O
time,O
.,O

She,O
was,O
cleared,O
to,O
take,O
sips,O
of,O
clear,O
fluids,O
and,O
was,O
to,O
remain,O
flat,O
for,O
4,O
hours,O
.,O

On,O
postoperative,O
day,O
1,O
",",O
the,O
patient,O
was,O
alert,O
and,O
oriented,O
times,O
3,O
.,O

She,O
exhibited,O
no,O
drift,B-PR
.,O

Her,B-TE
IPs,I-TE
were,O
full,O
at,O
5/5,O
.,O

She,O
had,O
no,O
hematoma,B-PR
in,I-PR
her,I-PR
groin,I-PR
site,I-PR
.,O

Visual,O
fields,O
were,O
full,O
",",O
her,O
pupils,O
were,O
round,O
and,O
reactive,O
bilaterally,O
.,O

Her,B-TE
vital,I-TE
signs,I-TE
were,O
stable,O
with,O
a,B-TE
temperature,I-TE
of,O
97.8,O
degrees,O
",",O
blood,B-TE
pressure,I-TE
was,O
104,O
to,O
121,O
over,O
50s,O
.,O

Pulse,B-TE
was,O
60,O
to,O
70,O
.,O

Respirations,B-TE
were,O
15,O
",",O
and,O
she,O
was,O
saturating,O
at,O
96,O
percent,O
on,O
room,O
air,O
.,O

Her,B-TE
PTT,I-TE
at,O
that,O
time,O
was,O
67.8,O
.,O

She,O
was,O
started,O
on,O
aspirin,B-TR
325,O
mg,O
q.d.,O
and,O
Plavix,B-TR
75,O
mg,O
q.d.,O

On,O
2017-09-14,O
",",O
she,O
was,O
transferred,O
to,O
the,O
regular,O
floor,O
at,O
Far,O
5,O
.,O

Postoperative,O
day,O
2,O
",",O
the,O
patient,O
was,O
stable,O
without,O
events,O
",",O
all,B-TE
vital,I-TE
signs,I-TE
were,O
stable,O
.,O

She,O
was,O
moving,O
all,O
extremities,O
and,O
exhibiting,O
good,O
strength,O
.,O

Her,O
visual,O
fields,O
were,O
intact,O
.,O

Her,O
extraocular,O
movements,O
were,O
full,O
.,O

Angio,B-PR
site,I-PR
was,O
clean,O
",",O
dry,O
",",O
and,O
intact,O
without,O
bleeding,B-PR
or,O
drainage,B-PR
.,O

She,O
was,O
to,O
be,O
discharged,O
today,O
and,O
encouraged,O
to,O
ambulate,O
on,O
her,O
own,O
.,O

Discharge,O
condition,O
for,O
this,O
patient,O
was,O
good,O
.,O

She,O
was,O
ambulating,O
on,O
her,O
own,O
and,O
tolerating,O
a,O
p.o.,O
diet,O
.,O

She,O
was,O
discharged,O
to,O
home,O
in,O
stable,O
condition,O
.,O

MEDICATIONS,O
ON,O
DISCHARGE,O
:,O

1.,O
Plavix,B-TR
75,O
mg,O
q.d.,O

2.,O
Aspirin,B-TR
325,O
mg,O
q.d.,O

DISCHARGE,O
INSTRUCTIONS,O
:,O

She,O
is,O
to,O
continue,O
taking,O
medications,B-TR
as,O
prescribed,O
.,O

She,O
is,O
to,O
undergo,O
no,O
strenuous,O
activity,O
until,O
follow-up,O
in,O
2,O
weeks,O
.,O

FINAL,O
DIAGNOSIS,O
:,O

She,O
is,O
status,O
post,O
coiling,B-TR
with,O
stent,B-TR
placement,I-TR
for,O
left,B-PR
carotid,I-PR
ophthalmic,I-PR
aneurysm,I-PR
.,O

RECOMMENDED,O
FOLLOW-UP,O
:,O

She,O
is,O
following,O
up,O
with,O
Dr.,O
Mcmaster,O
on,O
2017-09-29,O
at,O
11:30,O
a.m.,O

She,O
is,O
also,O
to,O
follow,O
up,O
with,O
her,O
primary,O
care,O
physician,O
to,O
review,O
her,B-TR
hypertensive,I-TR
medications,I-TR
.,O

SURGICAL,O
INTERVENTION,O
:,O

Coiling,B-TR
with,O
a,B-TR
stent,I-TR
placement,I-TR
for,O
left,B-PR
carotid,I-PR
artery,I-PR
aneurysm,I-PR
.,O

CONDITION,O
ON,O
DISCHARGE,O
:,O

She,O
is,O
neurologically,O
stable,O
.,O

Helen,O
Cynthia,O
",",O
New,O
York,O
10969,O

Dictated,O
By,O
:,O
Scott,O
T,O
Little,O
",",O
M.D.,O

MEDQUIST36,O

D,O
:,O
2017-09-15,O
09:28:45,O

T,O
:,O
2017-09-15,O
15:37:05,O

Job,O
#,O
:,O
23470,O

Signed,O
electronically,O
by,O
:,O
DR.,O
Mae,O
Behlmer,O
on,O
:,O
MON,O
2017-10-09,O
5:18,O
AM,O

(,O
End,O
of,O
Report,O
),O

325924358,O

FIH,O

7061594,O

795820,O

418796,O

08/15/1998,O
12:00:00,O
AM,O

CORONARY,B-PR
ARTERY,I-PR
DISEASE,I-PR
.,O

Unsigned,O

DIS,O

Report,O
Status,O
:,O

Unsigned,O

DISCHARGE,O
SUMMARY,O
NAME,O
:,O

TLANDRAC,O
",",O
NI,O

UNIT,O
NUMBER,O
:,O

388-23-03,O

ADMISSION,O
DATE,O
:,O

08/15/1998,O

DISCHARGE,O
DATE,O
:,O

08/22/1998,O

PRINCIPAL,O
DIAGNOSIS,O
:,O

Coronary,B-PR
artery,I-PR
disease,I-PR
.,O

ASSOCIATED,O
DIAGNOSIS,O
:,O

Failed,B-PR
coronary,I-PR
artery,I-PR
bypass,I-PR
graft,I-PR
",",O
prior,B-PR
myocardial,I-PR
infarction,I-PR
",",O
hypertension,B-PR
",",O
elevated,B-PR
cholesterol,I-PR
",",O
renal,B-PR
insufficiency,I-PR
",",O
congestive,B-PR
heart,I-PR
failure,I-PR
.,O

PRINCIPAL,O
PROCEDURE,O
:,O

08/20/98,O
dual,B-TR
chamber,I-TR
pacemaker,I-TR
generator,I-TR
change,I-TR
(,O
CPI,O
1276,O
Meridian,O
DR,O
),O
.,O

ASSOCIATED,O
PROCEDURES,O
:,O

08/15/98,O
bilateral,B-TE
heart,I-TE
catheterization,I-TE
;,O
08/15/98,O
left,B-TE
ventriculography,I-TE
;,O
08/15/98,O
bilateral,B-TE
coronary,I-TE
angiography,I-TE
;,O
08/15/98,O
bypass,B-TE
graft,I-TE
angiography,I-TE
;,O
08/15/98,O
internal,B-TE
mammary,I-TE
artery,I-TE
angiography,I-TE
.,O

MEDICATIONS,O
ON,O
DISCHARGE,O
:,O

Aspirin,B-TR
325,O
mg.,O
PO,O
q.d.,O

Lipitor,B-TR
80,O
mg.,O
PO,O
q.d.,O

Toprol,B-TR
XL,I-TR
50,O
mg.,O
PO,O
q.d.,O

Lasix,B-TR
80,O
mg.,O
q.a.m.,O
and,O
40,O
mg.,O
q.p.m.,O

Potassium,B-TR
chloride,I-TR
20,O
mEq.,O
PO,O
b.i.d.,O

Citracal,B-TR
1,O
packet,O
q.d.,O

Imdur,B-TR
60,O
mg.,O
PO,O
q.d.,O

Vitamin,B-TR
E,I-TR
400,O
international,O
units,O
q.d.,O

Prilosec,B-TR
20,O
mg.,O
PO,O
q.d.,O

HISTORY,O
OF,O
PRESENT,O
ILLNESS,O
:,O

Breunlinke,O
is,O
a,O
70-year-old,O
patient,O
of,O
Dr.,O
Brendniungand,O
Asilbekote,O
in,O
California,O
.,O

She,O
is,O
referred,O
for,O
progressive,B-PR
angina,I-PR
.,O

She,O
had,O
rheumatoid,B-PR
fever,I-PR
as,O
a,O
child,O
and,O
a,B-PR
heart,I-PR
murmur,I-PR
noted,O
but,O
no,O
further,B-TE
testing,I-TE
.,O

She,O
has,O
used,O
antibiotic,B-TR
prophylaxis,I-TR
since,O
1980,O
.,O

In,O
1980,O
she,O
had,O
quadruple,B-TR
coronary,I-TR
artery,I-TR
bypass,I-TR
graft,I-TR
surgery,I-TR
by,O
Dr.,O
Elks,O
at,O
Feargunwake,O
Otacaa,O
Community,O
Hospital,O
and,O
did,O
well,O
until,O
1988,O
when,O
she,O
had,O
exertional,B-PR
angina,I-PR
and,O
a,B-PR
positive,I-PR
stress,I-PR
test,I-PR
and,O
found,O
that,O
three,B-TR
or,I-TR
four,I-TR
grafts,I-TR
were,O
occluded,B-PR
.,O

In,O
October,O
",",O
1989,O
",",O
Dr.,O
No,O
re-did,O
her,B-TR
bypass,I-TR
operation,I-TR
.,O

She,O
had,O
a,B-TR
left,I-TR
internal,I-TR
mammary,I-TR
artery,I-TR
graft,I-TR
to,I-TR
the,I-TR
left,I-TR
anterior,I-TR
descending,I-TR
",",O
saphenous,B-TR
vein,I-TR
graft,I-TR
to,I-TR
the,I-TR
obtuse,I-TR
marginal,I-TR
1,I-TR
and,O
a,B-TR
saphenous,I-TR
vein,I-TR
graft,I-TR
to,I-TR
the,I-TR
obtuse,I-TR
marginal,I-TR
2,I-TR
.,O

In,O
1993,O
she,O
had,O
a,B-TR
DDD,I-TR
pacemaker,I-TR
for,O
complete,B-PR
heart,I-PR
block,I-PR
.,O

She,O
had,O
exertional,B-PR
angina,I-PR
at,O
that,O
time,O
.,O

In,O
November,O
",",O
1997,O
she,O
had,O
a,B-PR
small,I-PR
myocardial,I-PR
infarction,I-PR
as,O
was,O
transferred,O
to,O
Ona,O
Hospital,O
where,O
a,B-TE
cardiac,I-TE
catheterization,I-TE
showed,O
a,B-PR
tight,I-PR
left,I-PR
internal,I-PR
mammary,I-PR
artery,I-PR
to,O
left,B-PR
anterior,I-PR
descending,I-PR
stenosis,I-PR
",",O
high,O
grade,O
saphenous,O
vein,O
graft,O
to,O
obtuse,B-PR
marginal,I-PR
1,I-PR
stenosis,I-PR
and,O
patent,O
obtuse,O
marginal,O
2,O
graft,O
.,O

She,O
had,O
normal,O
left,O
ventricular,O
function,O
with,O
apical,B-PR
tip,I-PR
akinesis,I-PR
.,O

Since,O
that,O
time,O
she,O
has,O
continued,O
to,O
have,O
exertional,B-PR
left,I-PR
chest,I-PR
burning,I-PR
",",O
radiating,O
to,O
the,O
left,O
neck,O
and,O
arm,O
",",O
relieved,O
by,O
nitroglycerin,B-TR
.,O

She,O
was,O
turned,O
down,O
for,O
re-do,B-TR
surgery,I-TR
at,O
that,O
time,O
and,O
did,O
not,O
have,O
a,B-TR
percutaneous,I-TR
transluminal,I-TR
coronary,I-TR
angioplasty,I-TR
.,O

Because,O
these,B-PR
symptoms,I-PR
have,O
been,O
increasing,O
",",O
particularly,O
at,O
cardiac,O
rehabilitation,O
",",O
she,O
was,O
referred,O
here,O
.,O

In,O
May,O
",",O
1998,O
she,O
had,O
an,B-TE
exercise,I-TE
tolerance,I-TE
test,I-TE
in,O
which,O
her,B-TE
heart,I-TE
rate,I-TE
went,O
to,O
112,O
and,O
her,B-TE
blood,I-TE
pressure,I-TE
fell,O
to,O
95,O
systolic,O
.,O

She,O
had,O
diffuse,B-PR
ischemic,I-PR
ST,I-PR
segment,I-PR
changes,I-PR
and,O
increased,B-PR
lung,I-PR
uptake,I-PR
and,O
a,B-PR
reversible,I-PR
anterior,I-PR
and,I-PR
lateral,I-PR
defect,I-PR
.,O

She,O
has,O
had,O
no,O
syncope,B-PR
.,O

Her,O
cardiac,O
risk,O
factors,O
are,O
hypertension,B-PR
and,O
elevated,B-PR
cholesterol,I-PR
.,O

She,O
has,O
a,O
very,O
strong,O
family,O
history,O
of,O
coronary,B-PR
artery,I-PR
disease,I-PR
with,O
a,O
mother,O
",",O
sister,O
and,O
brother,O
dying,O
of,O
myocardial,B-PR
infarction,I-PR
.,O

She,O
is,O
a,O
remote,O
cigarette,O
smoker,O
.,O

She,O
also,O
has,O
a,O
history,O
of,O
lactose,B-PR
intolerance,I-PR
",",O
peptic,B-PR
ulcer,I-PR
disease,I-PR
",",O
with,O
a,B-PR
remote,I-PR
gastrointestinal,I-PR
bleed,I-PR
and,O
multiple,B-PR
ectopic,I-PR
pregnancies,I-PR
and,O
mid,B-PR
term,I-PR
miscarriages,I-PR
.,O

She,O
has,O
had,O
a,B-TR
total,I-TR
abdominal,I-TR
hysterectomy,I-TR
.,O

SOCIAL,O
HISTORY,O
:,O

She,O
is,O
a,O
widow,O
for,O
20,O
years,O
and,O
retired,O
18,O
years,O
from,O
Palmci,O

She,O
lives,O
alone,O
.,O

Her,O
son,O
",",O
Nertland,O
is,O
nearby,O
and,O
he,O
works,O
at,O
the,O
Em,O
Nysonken,O
Medical,O
Center,O
on,O
Verville,O
.,O

They,O
live,O
in,O
Ohio,O
.,O

PHYSICAL,O
EXAMINATION,O
:,O

She,O
is,O
a,O
healthy,O
appearing,O
female,O
",",O
5,O
foot,O
120,O
pounds,O
.,O

Her,B-TE
blood,I-TE
pressure,I-TE
was,O
120/70,O
",",O
pulse,B-TE
60,O
and,O
regular,O
.,O

Neck,O
veins,O
are,O
not,O
distended,B-PR
.,O

Respiratory,B-TE
rate,I-TE
12,O
.,O

Carotids,O
:,O

no,O
bruits,B-PR
.,O

Lungs,O
were,O
clear,O
.,O

Cardiac,O
:,O

1/6,B-PR
systolic,I-PR
ejection,I-PR
murmur,I-PR
.,O

Abdomen,O
was,O
benign,O
.,O

Peripheral,B-TE
pulses,I-TE
intact,O
.,O

Neurological,B-TE
examination,I-TE
non-focal,O
.,O

LABORATORY,O
DATA,O
:,O

On,O
admission,O
",",O
includes,O
an,B-TE
electrocardiogram,I-TE
that,O
shows,O
DDD,B-TR
pacing,I-TR
.,O

Hematocrit,B-TE
39,O
percent,O
",",O
white,B-TE
blood,I-TE
cell,I-TE
count,I-TE
4500,O
",",O
PT,B-TE
and,O
PTT,B-TE
normal,O
.,O

Sodium,B-TE
140,O
",",O
potassium,B-TE
4.2,O
",",O
chloride,B-TE
105,O
",",O
carbon,B-TE
dioxide,I-TE
30,O
",",O
BUN,B-TE
24,O
",",O
creatinine,B-TE
1.0,O
.,O

HOSPITAL,O
COURSE,O
AND,O
TREATMENT,O
:,O

The,O
patient,O
was,O
admitted,O
to,O
the,O
Cardiac,O
Catheterization,O
Laboratory,O
.,O

There,O
",",O
her,B-TE
pulmonary,I-TE
wedge,I-TE
pressure,I-TE
was,O
12,O
and,O
her,B-TE
right,I-TE
atrial,I-TE
pressure,I-TE
was,O
4,O
and,O
pulmonary,B-TE
artery,I-TE
pressure,I-TE
44/17,O
.,O

Her,B-TE
left,I-TE
ventricular,I-TE
contraction,I-TE
showed,O
akinesis,B-PR
of,I-PR
the,I-PR
anterior,I-PR
wall,I-PR
with,O
dyskinesis,B-PR
of,I-PR
the,I-PR
apex,I-PR
.,O

She,O
had,O
preserved,O
inferior,O
contraction,O
and,O
basal,O
contraction,O
.,O

Her,O
native,O
right,O
and,O
left,O
anterior,O
descending,O
vessels,O
were,O
occluded,B-PR
as,O
was,O
an,O
obtuse,O
marginal,O
branch,O
.,O

The,O
saphenous,O
vein,O
to,O
the,O
high,O
diagonal,O
or,O
high,O
obtuse,O
marginal,O
was,O
occluded,B-PR
.,O

The,O
left,O
internal,O
mammary,O
artery,O
to,O
the,O
left,O
anterior,O
descending,O
was,O
also,O
occluded,B-PR
.,O

The,B-TR
saphenous,I-TR
vein,I-TR
graft,I-TR
to,I-TR
the,I-TR
second,I-TR
obtuse,I-TR
marginal,I-TR
was,O
open,O
with,O
no,O
significant,B-PR
stenosis,I-PR
",",O
but,O
there,O
was,O
an,B-PR
outflow,I-PR
lesion,I-PR
in,I-PR
the,I-PR
obtuse,I-PR
marginal,I-PR
2,I-PR
as,O
well,O
as,O
severe,B-PR
distal,I-PR
lesion,I-PR
as,O
the,O
obtuse,O
marginal,O
2,O
fed,O
the,O
posterior,O
descending,O
artery,O
.,O

This,O
was,O
considered,O
her,B-PR
culprit,I-PR
lesion,I-PR
.,O

This,O
was,O
considered,O
too,O
high,O
risk,O
for,O
angioplasty,B-TR
because,O
of,O
the,B-PR
severe,I-PR
disease,I-PR
in,O
the,B-TR
graft,I-TR
.,O

In,O
addition,O
",",O
it,O
was,O
noted,O
that,O
she,O
had,O
saphenous,O
vein,O
harvested,O
from,O
both,O
thighs,O
.,O

Her,O
left,O
internal,O
mammary,O
artery,O
was,O
also,O
unused,O
.,O

It,O
was,O
also,O
noted,O
that,O
she,O
had,O
failure,O
to,O
sense,O
with,O
the,O
atrial,O
lead,O
.,O

She,O
would,O
not,O
sense,O
the,O
atrial,O
contraction,O
and,O
the,O
fire,O
and,O
this,O
occasionally,O
led,O
to,O
competition,B-PR
of,I-PR
firing,I-PR
.,O

This,O
was,O
intermittent,O
.,O

The,B-TE
P,I-TE
wave,I-TE
amplitude,I-TE
was,O
.6,O
and,O
this,O
could,O
not,O
be,O
totally,O
sensed,O
.,O

The,O
patient,O
was,O
admitted,O
for,O
management,B-TR
of,O
her,B-PR
coronary,I-PR
artery,I-PR
disease,I-PR
and,O
evaluation,B-TE
of,O
her,B-TR
pacemaker,I-TR
.,O

It,O
was,O
noted,O
that,O
she,O
became,O
very,B-PR
symptomatic,I-PR
when,O
she,O
was,O
not,O
on,O
a,B-TR
beta,I-TR
blocker,I-TR
but,O
that,O
on,O
a,B-TR
beta,I-TR
blocker,I-TR
she,O
had,O
significant,B-PR
pacemaker,I-PR
failure,I-PR
.,O

Her,B-TR
pacemaker,I-TR
was,O
set,O
to,O
a,O
VVI,O
mode,O
which,O
sensed,O
appropriately,O
.,O

She,O
was,O
in,O
sinus,O
rhythm,O
with,O
most,O
of,O
the,O
time,O
.,O

When,O
her,B-TR
pacemaker,I-TR
was,O
in,O
a,O
sinus,O
rhythm,O
without,O
a,B-TR
beta,I-TR
blocker,I-TR
",",O
she,O
had,O
significant,B-PR
angina,I-PR
.,O

Carotid,B-TE
non-invasive,I-TE
testing,I-TE
was,O
unremarkable,O
.,O

The,O
situation,O
was,O
reviewed,O
with,O
Dr.,O
Niste,O
Graft,O
.,O

He,O
felt,O
the,O
patient,O
was,O
not,O
a,O
coronary,O
artery,O
bypass,O
graft,O
candidate,O
because,O
of,O
the,B-PR
lack,I-PR
of,I-PR
conduit,I-PR
and,O
because,O
of,O
the,O
presence,O
of,O
a,B-PR
large,I-PR
anterior,I-PR
myocardial,I-PR
infarction,I-PR
.,O

For,O
this,O
reason,O
",",O
it,O
was,O
decided,O
to,O
maximize,O
her,B-TR
beta,I-TR
blockers,I-TR
and,O
nitrates,B-TR
.,O

The,O
situation,O
was,O
reviewed,O
with,O
Dr.,O
No,O
of,O
the,O
Pacemaker,O
Service,O
.,O

On,O
August,O
20,O
",",O
under,O
local,B-TR
anesthesia,I-TR
the,O
right,O
pectoral,O
region,O
was,O
explored,O
and,O
the,O
leads,O
disconnected,O
and,O
the,B-TR
pulse,I-TR
generator,I-TR
changed,O
to,O
a,B-TR
CPI,I-TR
unit,I-TR
in,O
which,O
the,O
sensitivity,O
could,O
be,O
adjusted,O
to,O
.15,O
mm.,O
",",O
which,O
permitted,O
appropriate,O
atrial,O
sensing,O
.,O

There,O
was,O
nothing,O
wrong,O
with,O
the,B-TR
prior,I-TR
generator,I-TR
and,O
nothing,O
wrong,O
with,O
the,B-TR
leads,I-TR
.,O

It,O
just,O
needed,O
a,O
unit,O
that,O
could,O
have,O
more,O
sensitivity,O
in,O
the,O
atrial,O
mode,O
.,O

She,O
tolerated,O
this,O
well,O
.,O

Her,B-TR
medications,I-TR
were,O
resumed,O
.,O

She,O
ambulated,O
without,O
difficulty,O
and,O
was,O
discharged,O
to,O
home,O
to,O
be,O
followed,O
medically,O
for,O
her,B-PR
coronary,I-PR
artery,I-PR
disease,I-PR
following,O
two,B-TR
failed,I-TR
bypass,I-TR
graft,I-TR
procedure,I-TR
by,O
Dr.,O
Brendniungand,O
Asilbekote,O
in,O
Bi,O
Masase,O
",",O
KS,O
.,O

ACHASTHA,O
N.,O
GRAFT,O
",",O
M.D.,O

TR,O
:,O

hfr,O

DD,O
:,O

08/22/1998,O

TD,O
:,O

08/27/1998,O
3:56,O
P,O

cc,O
:,O

ACHASTHA,O
NICEMAEN,O
GRAFT,O
",",O
M.D.,O
GITTETUMN,O
DARNNAMAN,O
NO,O
",",O
M.D.,O

Admission,O
Date,O
:,O

2017-07-12,O

Discharge,O
Date,O
:,O

2017-07-17,O

Date,O
of,O
Birth,O
:,O

1959-10-16,O

Sex,O
:,O

F,O

Service,O
:,O

MEDICINE,O

Allergies,O
:,O

Clindamycin,B-TR
/,O
Erythromycin,B-TR
Base,I-TR
/,O
Amoxicillin,B-TR
/,O
Keflex,B-TR
/,O
Wellbutrin,B-TR

Attending,O
:,O
Jerry,O
R,O
Morris,O
",",O
M.D.,O

Chief,O
Complaint,O
:,O
syncope,B-PR
and,O
hypotension,B-PR
on,O
Heywood,O
Memorial,O
Hospital,O
4,O

Major,O
Surgical,O
or,O
Invasive,O
Procedure,O
:,O

Central,B-TR
line,I-TR
attempted,O
but,O
never,O
placed,O

History,O
of,O
Present,O
Illness,O
:,O

57,O
y/o,O
F,O
with,O
multiple,B-PR
medical,I-PR
problems,I-PR
including,O
polyendocrine,B-PR
deficiency,I-PR
comprised,O
of,O
adrenal,B-PR
insufficiency,I-PR
",",O
DM,B-PR
",",O
premature,B-PR
ovarian,I-PR
failure,I-PR
",",O
hypoparathyroidism,B-PR
",",O
addison,B-PR
's,I-PR
disease,I-PR
and,O
also,O
breast,B-PR
CA,I-PR
and,O
depression,B-PR
with,O
multiple,O
suicide,O
attempts,O
in,O
the,O
past,O
who,O
originally,O
presented,O
s/p,O
tylenol,B-PR
with,I-PR
codeine,I-PR
overdose,I-PR
and,O
hypotension,B-PR
",",O
was,O
intubated,O
and,O
admitted,O
to,O
the,O
FICU,O
.,O

She,O
was,O
eventually,O
stabilized,O
and,O
transfered,O
out,O
of,O
the,O
ICU,O
to,O
the,O
medical,O
Mary,O
Lane,O
Hospital,O
.,O

Subsequently,O
",",O
she,O
was,O
transfered,O
to,O
the,O
psychiatric,O
Mary,O
Lane,O
Hospital,O
in,O
Boston,O
Medical,O
Center,O
4,O
for,O
further,B-TE
psychiatric,I-TE
w/u,I-TE
.,O

This,O
morning,O
",",O
2017-07-12,O
",",O
Ms.,O
Gallegos,O
King,O
feeling,O
weaker,B-PR
than,I-PR
usual,I-PR
.,O

She,O
noted,O
that,O
she,O
had,O
increased,B-PR
pain,I-PR
in,I-PR
her,I-PR
lower,I-PR
back,I-PR
",",O
which,O
she,O
attributed,O
to,O
her,B-PR
arthritis,I-PR
.,O

She,O
ate,O
a,O
normal,O
breakfast,O
of,O
cereal,O
and,O
milk,O
.,O

Later,O
that,O
am,O
",",O
she,O
stood,O
from,O
her,B-TR
wheelchair,I-TR
",",O
had,O
a,B-PR
prodrome,I-PR
of,I-PR
LH,I-PR
and,O
then,O
reports,O
LOC,B-PR
and,O
fall,O
.,O

She,O
denies,O
any,B-PR
tunnel,I-PR
vision,I-PR
",",O
darkened,B-PR
vision,I-PR
",",O
or,O
focal,B-PR
weakness,I-PR
this,O
morning,O
.,O

No,O
bowel,B-PR
/,I-PR
bladder,I-PR
incont,I-PR
",",O
no,O
aura,B-PR
",",O
no,O
postictal,B-PR
state,I-PR
.,O

She,O
does,O
not,O
recall,O
falling,O
",",O
but,O
does,O
recall,O
waking,O
up,O
with,O
people,O
surrounding,O
her,O
.,O

During,O
the,O
fall,O
she,O
hit,O
her,O
nose,O
and,O
her,O
R,O
knee,O
.,O

She,O
does,O
not,O
recall,O
hitting,O
her,O
head,O
.,O

She,O
does,O
not,O
describe,O
decreased,B-PR
PO,I-PR
intake,I-PR
from,O
her,O
norm,O
this,O
morning,O
",",O
but,O
did,O
feel,O
dehydrated,B-PR
at,O
the,O
time,O
of,O
her,O
fall,O
.,O

LOC,B-PR
was,O
unwitnessed,O
.,O

Early,O
this,O
morning,O
before,O
breakfast,O
her,B-TE
BS,I-TE
was,O
reportedly,O
145,O
",",O
and,O
after,O
LOC,B-PR
",",O
her,B-TE
BS,I-TE
was,O
reportedly,O
207,O
.,O

She,O
reports,O
that,O
her,B-TE
BP,I-TE
was,O
read,O
at,O
60/48,O
after,O
her,O
fall,O
.,O

Her,B-TE
systolic,I-TE
BP,I-TE
measurements,I-TE
have,O
been,O
running,O
around,O
100-110,O
over,O
the,O
past,O
few,O
weeks,O
.,O

Ms.,O
Cassata,O
has,O
a,O
history,O
of,O
"",O
passing,O
out,O
"",O
in,O
August,O
of,O
2004,O
",",O
(,O
?,O
7,O
hours,O
),O
",",O
and,O
reports,O
that,O
this,O
episode,O
did,O
not,O
feel,O
similar,O
.,O

ROS,O
:,O

She,O
denies,O
any,B-PR
recent,I-PR
nausea,I-PR
",",O
but,O
had,O
an,O
episode,O
of,O
vomiting,B-PR
last,O
week,O
.,O

She,O
denies,O
any,B-PR
pain,I-PR
with,I-PR
urination,I-PR
or,O
incontinence,B-PR
.,O

She,O
also,O
denies,O
any,B-PR
recent,I-PR
cough,I-PR
",",O
chest,B-PR
pain,I-PR
",",O
chest,B-PR
palpitations,I-PR
",",O
heart,B-PR
racing,I-PR
.,O

She,O
reports,O
2,O
nights,O
with,O
soaking,B-PR
NS,I-PR
.,O

Denies,O
subj,B-PR
/,I-PR
obj,I-PR
fevers,I-PR
or,O
chills,B-PR
.,O

She,O
describes,O
her,O
mood,O
as,O
depressed,B-PR
",",O
however,O
she,O
denies,O
suicidal,B-PR
ideation,I-PR
at,O
this,O
time,O
.,O

She,O
reports,O
that,O
she,O
took,O
all,B-TR
her,I-TR
medications,I-TR
as,O
usual,O
this,O
morning,O
",",O
with,O
no,O
changes,O
.,O

Past,O
Medical,O
History,O
:,O

1),O
Polyendocrine,B-PR
deficiency,I-PR
syndrome,I-PR
Type,I-PR
I,I-PR
which,O
is,O
comprised,O
of,O
the,O
following,O
:,O

a),O
Hypoparathyroidism,B-PR
",",O
dxed,O
1954,O

b),O
Addison,B-PR
's,I-PR
disease,I-PR
",",O
dxed,O
1960,O

c),O
Premature,B-PR
ovarian,I-PR
failure,I-PR
",",O
dxed,O
1967,O

d),O
Alopecia,B-PR
areata,I-PR
and,I-PR
totalis,I-PR
",",O
dxed,O
1970s,O

e),O
mucocutaneous,B-PR
candidiasis,I-PR

f),O
Diabetes,B-PR
type,I-PR
I,I-PR

2),O
colonic,B-PR
dysfunction,I-PR
alternating,O
with,O
diarrhea,B-PR
and,O
constipation,B-PR

3),O
?,O
unstable,B-PR
serum,I-PR
calcium,I-PR
since,O
1999,O

4),O
Generalized,B-PR
osteoarthritis,I-PR

5),O
depression,B-PR
